  0.9284  -6   6   0   0.83   1.03 6.40    Mg X d
  0.9286  -6   6   0   0.83   1.03 6.40    Mg X d
  0.9314  -6   6   0   0.83   1.03 6.60     Mg XI
  0.9316  -6   6   0   0.83   1.03 6.50    Mg X d
  0.9321  -6   6   0   0.83   1.03 6.50    Mg X d
  0.9708  -6   6   0   0.87   1.07 6.60      Ne X
  0.9977  -6   6   0   0.90   1.10 6.60    Ni XIX
  1.1133  -6   6   0   1.01   1.21 6.60   Fe XVII
  1.1253  -6   6   0   1.03   1.23 6.60   Fe XVII
  1.1547  -6   6   0   1.05   1.25 6.50     Ne IX
  1.2123  -6   6   0   1.11   1.31 6.60   Fe XVII
  1.2132  -6   6   0   1.11   1.31 6.60      Ne X
  1.2264  -6   6   0   1.13   1.33 6.60   Fe XVII
  1.3447  -6   6   0   1.24   1.44 6.50     Ne IX
  1.3553  -6   6   0   1.26   1.46 6.40     Ne IX
  1.3699  -6   6   0   1.27   1.47 6.40     Ne IX
  1.3823  -6   6   0   1.28   1.48 6.60   Fe XVII
  1.4206  -6   6   0   1.32   1.52 6.60  Fe XVIII
  1.4821  -6   6   0   1.38   1.58 6.40    O VIII
  1.5015  -6   6   0   1.40   1.60 6.50   Fe XVII
  1.5176  -6   6   0   1.42   1.62 6.40    O VIII
  1.5177  -6   6   0   1.42   1.62 6.40    O VIII
  1.5262  -6   6   0   1.43   1.63 6.50   Fe XVII
  1.5450  -6   6   0   1.44   1.64 6.50   Fe XVII
  1.6006  -6   6   0   1.50   1.70 6.40    O VIII
  1.6007  -6   6   0   1.50   1.70 6.40    O VIII
  1.6076  -6   6   0   1.51   1.71 6.60  Fe XVIII
  1.6777  -6   6   0   1.58   1.78 6.50   Fe XVII
  1.7050  -6   6   0   1.60   1.80 6.50   Fe XVII
  1.7097  -6   6   0   1.61   1.81 6.50   Fe XVII
  1.7396  -6   6   0   1.64   1.84 6.30     O VII
  1.7768  -6   6   0   1.68   1.88 6.30     O VII
  1.8627  -6   6   0   1.76   1.96 6.30     O VII
  1.8967  -6   6   0   1.80   2.00 6.40    O VIII
  1.8973  -6   6   0   1.80   2.00 6.40    O VIII
  1.9439  -6   6   0   1.84   2.04 6.30   O VII d
  1.9826  -6   6   0   1.88   2.08 6.30     N VII
  2.0910  -6   6   0   1.99   2.19 6.30     N VII
  2.0911  -6   6   0   1.99   2.19 6.30     N VII
  2.1602  -6   6   0   2.06   2.26 6.30     O VII
  2.1652  -6   6   0   2.07   2.27 6.20    O VI d
  2.1654  -6   6   0   2.07   2.27 6.20    O VI d
  2.1674  -6   6   0   2.07   2.27 6.20    O VI d
  2.1693  -6   6   0   2.07   2.27 6.20    O VI d
  2.1694  -6   6   0   2.07   2.27 6.20    O VI d
  2.1807  -6   6   0   2.08   2.28 6.20     O VII
  2.2025  -6   6   0   2.10   2.30 6.20    O VI d
  2.2101  -6   6   0   2.11   2.31 6.20     O VII
  2.2125  -6   6   0   2.11   2.31 6.20    O VI d
  2.2130  -6   6   0   2.11   2.31 6.20    O VI d
  2.2730  -6   6   0   2.17   2.37 6.60     Ca XV
  2.4086  -6   6   0   2.31   2.51 6.50    Ca XIV
  2.4133  -6   6   0   2.31   2.51 6.50    Ca XIV
  2.4779  -6   6   0   2.38   2.58 6.30     N VII
  2.4785  -6   6   0   2.38   2.58 6.30     N VII
  2.4898  -6   6   0   2.39   2.59 6.20      N VI
  2.5327  -6   6   0   2.43   2.63 6.20     Ca XI
  2.5517  -6   6   0   2.45   2.65 6.20     Ca XI
  2.6033  -6   6   0   2.50   2.70 6.40   Ca XIII
  2.6357  -6   6   0   2.54   2.74 6.20      C VI
  2.6990  -6   6   0   2.60   2.80 6.20      C VI
  2.6990  -6   6   0   2.60   2.80 6.20      C VI
  2.8465  -6   6   0   2.75   2.95 6.20      C VI
  2.8466  -6   6   0   2.75   2.95 6.20      C VI
  2.8787  -6   6   0   2.78   2.98 6.10      N VI
  2.9084  -6   6   0   2.81   3.01 6.10      N VI
  2.9534  -6   6   0   2.85   3.05 6.10      N VI
  3.0448  -6   6   0   2.94   3.14 6.20     Ca XI
  3.0867  -6   6   0   2.99   3.19 6.20     Ca XI
  3.1012  -6   6   0   3.00   3.20 6.30    Si XII
  3.1050  -6   6   0   3.01   3.20 6.30      S XI
  3.2243  -6   6   0   3.12   3.32 6.40    S XIII
  3.2560  -6   6   0   3.16   3.36 6.50     S XIV
  3.2754  -6   6   0   3.18   3.38 6.00       C V
  3.2973  -6   6   0   3.20   3.40 6.30    Si XII
  3.3426  -6   6   0   3.24   3.44 6.00       C V
  3.3734  -6   6   0   3.27   3.47 6.10      C VI
  3.3740  -6   6   0   3.27   3.47 6.10      C VI
  3.4330  -6   6   0   3.33   3.53 6.30     Ar XI
  3.4533  -6   6   0   3.35   3.55 6.30     S XII
  3.4973  -6   6   0   3.40   3.60 6.00       C V
  3.5213  -6   6   0   3.42   3.62 6.20     Ca XI
  3.5576  -6   6   0   3.46   3.66 6.20     Ca XI
  3.5667  -6   6   0   3.47   3.67 6.40    S XIII
  3.5737  -6   6   0   3.47   3.67 6.20     Ca XI
  3.6398  -6   6   0   3.54   3.74 6.30     S XII
  3.6564  -6   6   0   3.56   3.76 6.30     S XII
  3.6573  -6   6   0   3.56   3.76 6.30     S XII
  3.7598  -6   6   0   3.66   3.86 6.40    S XIII
  3.7715  -6   6   0   3.67   3.87 6.30     S XII
  3.9110  -6   6   0   3.81   4.01 6.30      S XI
  3.9240  -6   6   0   3.82   4.02 6.30      S XI
  3.9240  -6   6   0   3.82   4.02 6.30      S XI
  3.9300  -6   6   0   3.83   4.03 6.30      S XI
  3.9320  -6   6   0   3.83   4.03 6.30      S XI
  3.9323  -6   6   0   3.83   4.03 6.30      S XI
  3.9827  -6   6   0   3.88   4.08 6.40    Fe XVI
  4.0268  -6   6   0   3.93   4.13 6.00       C V
  4.0731  -6   6   0   3.97   4.17 6.00       C V
  4.0911  -6   6   0   3.99   4.19 6.30    Si XII
  4.0951  -6   6   0   4.00   4.20 6.30    Si XII
  4.1472  -6   6   0   4.05   4.25 6.00       C V
  4.1476  -6   6   0   4.05   4.25 6.10     Ar IX
  4.2485  -6   6   0   4.15   4.35 6.20       S X
  4.2495  -6   6   0   4.15   4.35 6.20       S X
  4.2543  -6   6   0   4.15   4.35 6.20       S X
  4.3002  -6   6   0   4.20   4.40 6.20       S X
  4.3763  -6   6   0   4.28   4.48 6.20     Si XI
  4.4019  -6   6   0   4.30   4.50 6.30    Si XII
  4.4069  -6   6   0   4.31   4.51 6.20     Si XI
  4.4165  -6   6   0   4.32   4.52 6.30    Si XII
  4.5521  -6   6   0   4.45   4.65 6.30    Si XII
  4.5691  -6   6   0   4.47   4.67 6.30    Si XII
  4.6277  -6   6   0   4.53   4.73 6.30     Fe XV
  4.6373  -6   6   0   4.54   4.74 6.10      S IX
  4.6399  -6   6   0   4.54   4.74 6.20     Si XI
  4.7249  -6   6   0   4.62   4.82 6.10      S IX
  4.7433  -6   6   0   4.64   4.84 6.10      S IX
  4.7489  -6   6   0   4.65   4.85 6.20      Si X
  4.7545  -6   6   0   4.65   4.85 6.20      Si X
  4.7654  -6   6   0   4.67   4.87 6.20       S X
  4.7792  -6   6   0   4.68   4.88 6.20       S X
  4.8184  -6   6   0   4.72   4.92 6.30      S XI
  4.8739  -6   6   0   4.77   4.97 6.10     Ar IX
  4.9119  -6   6   0   4.81   5.01 6.10      S IX
  4.9185  -6   6   0   4.82   5.02 6.10     Ar IX
  4.9222  -6   6   0   4.82   5.02 6.20     Si XI
  5.0524  -6   6   0   4.95   5.15 6.20      Si X
  5.0691  -6   6   0   4.97   5.17 6.20      Si X
  5.0703  -6   6   0   4.97   5.17 6.20      Si X
  5.2298  -6   6   0   5.13   5.33 6.20     Si XI
  5.2485  -6   6   0   5.15   5.35 6.20      Si X
  5.2611  -6   6   0   5.16   5.36 6.20      Si X
  5.2911  -6   6   0   5.19   5.39 6.30     Fe XV
  5.4026  -6   6   0   5.30   5.50 6.20       S X
  5.4127  -6   6   0   5.31   5.51 6.40    Fe XVI
  5.4175  -6   6   0   5.32   5.52 6.10      S IX
  5.4228  -6   6   0   5.32   5.52 6.20       S X
  5.4332  -6   6   0   5.33   5.53 6.20       S X
  5.4598  -6   6   0   5.36   5.56 6.20      Si X
  5.4710  -6   6   0   5.37   5.57 6.40    Fe XVI
  5.5094  -6   6   0   5.41   5.61 6.10     Si IX
  5.5116  -6   6   0   5.41   5.61 6.10     Si IX
  5.5234  -6   6   0   5.42   5.62 6.10     Si IX
  5.5272  -6   6   0   5.43   5.63 6.10     Si IX
  5.5305  -6   6   0   5.43   5.63 6.10     Si IX
  5.5356  -6   6   0   5.44   5.64 6.10     Si IX
  5.5383  -6   6   0   5.44   5.64 6.10     Si IX
  5.5401  -6   6   0   5.44   5.64 6.10     Si IX
  5.6027  -6   6   0   5.50   5.70 6.10     Si IX
  5.6935  -6   6   0   5.59   5.79 6.10      S IX
  5.7209  -6   6   0   5.62   5.82 6.10      Si X
  5.7365  -6   6   0   5.64   5.84 6.20      Si X
  5.7434  -6   6   0   5.64   5.84 6.10     Si IX
  5.7876  -6   6   0   5.69   5.89 6.10      Mg X
  5.7920  -6   6   0   5.69   5.89 6.10      Mg X
  5.9405  -6   6   0   5.84   6.04 6.30     Fe XV
  6.0162  -6   6   0   5.92   6.12 5.90     S VII
  6.0989  -6   6   0   6.00   6.20 6.00   Si VIII
  6.1019  -6   6   0   6.00   6.20 6.00   Si VIII
  6.1070  -6   6   0   6.01   6.21 6.00   Si VIII
  6.1649  -6   6   0   6.06   6.26 6.10     Si IX
  6.1790  -6   6   0   6.08   6.28 6.00   Si VIII
  6.1914  -6   6   0   6.09   6.29 6.00   Si VIII
  6.2282  -6   6   0   6.13   6.33 6.20      Si X
  6.2358  -6   6   0   6.14   6.34 6.20      Si X
  6.2751  -6   6   0   6.18   6.38 6.00     Mg IX
  6.2872  -6   6   0   6.19   6.39 6.40    Fe XVI
  6.3152  -6   6   0   6.22   6.42 6.10      Mg X
  6.3295  -6   6   0   6.23   6.43 6.10      Mg X
  6.3711  -6   6   0   6.27   6.47 6.40    Fe XVI
  6.3732  -6   6   0   6.27   6.47 6.00   Si VIII
  6.3957  -6   6   0   6.30   6.50 6.30     Fe XV
  6.5674  -6   6   0   6.47   6.67 6.10      Mg X
  6.5845  -6   6   0   6.48   6.68 6.10      Mg X
  6.6249  -6   6   0   6.52   6.72 6.40    Fe XVI
  6.6357  -6   6   0   6.54   6.74 6.40    Fe XVI
  6.7239  -6   6   0   6.62   6.82 6.00     Mg IX ;removed
  6.8148  -6   6   0   6.71   6.91 5.90    Si VII
  6.8361  -6   6   0   6.74   6.94 6.10     Si IX
  6.8453  -6   6   0   6.75   6.95 6.10     Si IX
  6.9467  -6   6   0   6.85   7.05 6.00   Mg VIII
  6.9632  -6   6   0   6.86   7.06 6.00   Si VIII ;added 4/8/10
  6.9661  -6   6   1   6.87   7.07 6.30    Fe XV (Del Zanna 2012)
  6.9664  -6   6   0   6.87   7.07 5.90    Si VII
  6.9682  -6   6   0   6.87   7.07 6.30     Fe XV
  6.9790  -6   6   0   6.88   7.08 6.00   Si VIII ;removed
  6.9905  -6   6   0   6.89   7.09 6.00   Si VIII
  7.0027  -6   6   0   6.90   7.10 5.90    Si VII
  7.0054  -6   6   0   6.91   7.11 6.30     Fe XV
  7.0222  -6   6   0   6.92   7.12 5.90    Si VII
  7.0473  -6   6   0   6.95   7.15 6.00   Si VIII
  7.0557  -6   6   0   6.96   7.16 6.00   Si VIII
  7.2029  -6   6   0   7.10   7.30 5.80     S VII
  7.2162  -6   6   0   7.12   7.32 6.10     Si IX
  7.2229  -6   6   0   7.12   7.32 6.00   Si VIII
  7.2312  -6   6   0   7.13   7.33 6.00     Mg IX
  7.2421  -6   6   0   7.14   7.34 6.00   Si VIII ;removed
  7.2664  -6   6   0   7.17   7.37 5.80     S VII
  7.2898  -6   6   0   7.19   7.39 5.80     S VII
  7.3123  -6   6   0   7.21   7.41 5.90    Si VII
  7.3339  -6   6   0   7.23   7.43 5.90    Si VII
  7.3472  -6   6   0   7.25   7.45 6.30     Fe XV
  7.3563  -6   6   0   7.26   7.46 5.90   Ne VIII
  7.4183  -6   6   0   7.32   7.52 6.00   Si VIII
  7.4520  -6   6   0   7.35   7.55 6.00     Mg IX
  7.4858  -6   6   0   7.39   7.59 6.00   Mg VIII
  7.5034  -6   6   0   7.40   7.60 6.00   Mg VIII ; removed 11/13/13
  7.5044  -6   6   0   7.40   7.60 6.00   Mg VIII
  7.5685  -6   6   0   7.47   7.67 6.00      Fe X
  7.6006  -6   6   0   7.50   7.70 6.00      Fe X
  7.7737  -6   6   0   7.67   7.87 6.00     Mg IX
  7.7810  -6   6   0   7.68   7.88 6.00      Fe X ;removed
  7.7865  -6   6   0   7.69   7.89 6.00      Fe X
  7.8446  -6   6   0   7.74   7.94 6.00   Mg VIII
  7.8575  -6   6   0   7.76   7.96 6.00   Mg VIII
  7.9237  -6   6   0   7.82   8.02 5.90    Si VII
  7.9491  -6   6   0   7.85   8.05 5.90    Si VII
  8.0142  -6   6   0   7.91   8.11 6.00   Si VIII
  8.0230  -6   6   0   7.92   8.12 6.00   Mg VIII
  8.0371  -6   6   0   7.94   8.14 6.00   Si VIII
  8.0491  -6   6   0   7.95   8.15 6.00   Si VIII
  8.1617  -6   6   0   8.06   8.26 5.90    Si VII
  8.1894  -6   6   0   8.09   8.29 5.90    Si VII
  8.2318  -6   6   0   8.13   8.33 6.00   Mg VIII
  8.3015  -6   6   0   8.20   8.40 6.00     Mg IX
  8.3589  -6   6   0   8.26   8.46 5.90    Mg VII
  8.3716  -6   6   0   8.27   8.47 5.90    Mg VII
  8.3765  -6   6   0   8.28   8.48 5.90    Mg VII
  8.3910  -6   6   0   8.29   8.49 5.90    Mg VII
  8.3960  -6   6   0   8.30   8.50 5.90    Mg VII
  8.3989  -6   6   0   8.30   8.50 5.90    Mg VII
  8.4026  -6   6   0   8.30   8.50 5.90    Mg VII
  8.4082  -6   6   0   8.31   8.51 5.90    Si VII
  8.5290  -6   6   0   8.43   8.63 5.90    Si VII
  8.5408  -6   6   0   8.44   8.64 5.90    Mg VII
  8.5584  -6   6   0   8.46   8.66 5.90    Si VII
  8.5867  -6   6   0   8.49   8.69 6.00   Si VIII
  8.5882  -6   6   0   8.49   8.69 6.00   Si VIII
  8.6845  -6   6   0   8.58   8.78 6.00   Mg VIII
  8.6914  -6   6   0   8.59   8.79 5.90    Si VII ;old
  8.7022  -6   6   0   8.60   8.80 6.00   Mg VIII
  8.7220  -6   6   0   8.62   8.82 5.90    Si VII
  8.7723  -6   6   0   8.67   8.87 5.90    Mg VII
  8.8082  -6   6   0   8.71   8.91 5.90   Ne VIII
  8.8120  -6   6   0   8.71   8.91 5.90   Ne VIII
  8.8818  -6   6   0   8.78   8.98 6.00      Fe X
  8.9998  -6   6   0   8.90   9.10 6.00      Fe X
  9.0683  -6   6   0   8.97   9.17 6.00      Fe X
  9.2127  -6   6   0   9.11   9.31 6.00   Mg VIII
  9.3923  -3   3   1   9.33   9.43 6.81  Fe XVIII ; added 4/24/13
  9.4012  -6   6   0   9.30   9.50 6.00      Fe X ;added 4/8/10 ; removed 4/24/13
  9.5259  -6   6   0   9.43   9.63 5.90    Mg VII
  9.5339  -6   6   0   9.43   9.63 6.00      Fe X
  9.5374  -6   6   0   9.44   9.64 6.00      Fe X
  9.5385  -6   6   0   9.44   9.64 5.80     Mg VI
  9.5421  -6   6   0   9.44   9.64 5.80     Mg VI
  9.5424  -6   6   0   9.44   9.64 5.90    Mg VII
  9.5483  -6   6   0   9.45   9.65 5.80     Mg VI
  9.5651  -6   6   0   9.47   9.67 5.90    Mg VII
  9.6121  -6   6   1   9.51   9.71 6.00      Fe X ;added 4/8/10
  9.6786  -6   6   0   9.58   9.78 6.00      Fe X
  9.6825  -6   6   0   9.58   9.78 6.00   Mg VIII
  9.6919  -6   6   0   9.59   9.79 6.00   Mg VIII
  9.6975  -6   6   0   9.60   9.80 5.80     Mg VI
  9.7122  -6   6   0   9.61   9.81 6.00      Fe X
  9.7251  -6   6   0   9.63   9.83 5.80     Mg VI
  9.7278  -6   6   0   9.63   9.83 5.80     Mg VI
  9.7496  -6   6   0   9.65   9.85 5.80    Ne VII
  9.7593  -6   6   0   9.66   9.86 6.00      Fe X
  9.7838  -6   6   0   9.68   9.88 6.00      Fe X
  9.8032  -6   6   0   9.70   9.90 5.90    Mg VII
  9.8116  -6   6   1   9.71   9.91 5.90   Ne VIII ;added 4/8/10
  9.8257  -6   6   0   9.73   9.93 5.70     Ne VI
  9.8260  -6   6   0   9.73   9.93 5.90   Ne VIII
  9.8275  -6   6   0   9.73   9.93 5.90   Ne VIII
  9.8548  -6   6   0   9.75   9.95 5.90   Fe VIII
  9.9712  -6   6   0   9.87  10.07 5.80     Mg VI
 10.0212  -6   6   0   9.92  10.12 5.90    Si VII
 10.0547  -6   6   0   9.95  10.15 5.90    Si VII
 10.0576  -6   6   1   9.96  10.16 5.90    Si VII ;added 4/8/10
 10.0703  -6   6   0   9.97  10.17 5.80     Mg VI
 10.0903  -6   6   0   9.99  10.19 5.80     Mg VI
 10.1387  -6   6   0  10.04  10.24 5.90    Si VII
 10.2188  -6   6   0  10.12  10.32 5.80     Mg VI
 10.2236  -6   6   0  10.12  10.32 5.80     Mg VI
 10.2327  -6   6   0  10.13  10.33 5.90    Si VII
 10.2569  -6   6   0  10.16  10.36 5.90    Si VII
 10.2588  -6   6   0  10.16  10.36 5.90    Si VII
 10.2707  -6   6   0  10.17  10.37 5.90    Si VII
 10.2796  -6   6   0  10.18  10.38 5.90    Si VII
 10.2911  -6   6   0  10.19  10.39 5.90   Ne VIII
 10.3086  -6   6   0  10.21  10.41 5.90   Ne VIII
 10.3566  -6   6   1  10.26  10.46 5.90     Fe IX
 10.3741  -6   6   0  10.27  10.47 6.00   Si VIII
 10.4599  -6   6   0  10.36  10.56 5.80     Mg VI
 10.4813  -6   6   0  10.38  10.58 6.10      O VI
 10.5208  -6   6   1  10.42  10.62 5.90     Fe IX ;added 4/8/10 
 10.5894  -6   6   0  10.49  10.69 6.00   Mg VIII
 10.6041  -6   6   0  10.50  10.70 5.80    Ne VII
 10.6086  -6   6   0  10.51  10.71 5.80    Ne VII
 10.6092  -6   6   0  10.51  10.71 5.80    Ne VII
 10.6190  -6   6   0  10.52  10.72 5.80    Ne VII
 10.6198  -6   6   0  10.52  10.72 5.80    Ne VII
 10.6582  -6   6   0  10.56  10.76 5.90   Mg VIII
 10.7728  -6   6   0  10.67  10.87 6.00      Fe X
 10.7868  -6   6   0  10.69  10.89 5.90   Fe VIII
 10.8077  -6   6   0  10.71  10.91 5.80   Fe VIII
 11.1162  -6   6   0  11.02  11.22 5.70     Ne VI
 11.1553  -6   6   0  11.06  11.26 5.80     Mg VI
 11.1622  -6   6   0  11.06  11.26 5.90    Mg VII
 11.1746  -6   6   0  11.07  11.27 5.80     Mg VI
 11.1865  -6   6   0  11.09  11.29 5.80     Mg VI
 11.1986  -6   6   0  11.10  11.30 5.90    Mg VII
 11.1999  -6   6   0  11.10  11.30 5.90    Mg VII
 11.2112  -6   6   0  11.11  11.31 5.90    Mg VII
 11.2120  -6   6   0  11.11  11.31 5.90    Mg VII
 11.2271  -6   6   0  11.13  11.33 5.90    Mg VII
 11.3190  -6   6   0  11.22  11.42 5.80     Mg VI
 11.3192  -6   6   0  11.22  11.42 5.80     Mg VI
 11.4052  -6   6   0  11.31  11.51 5.60      Mg V
 11.4240  -6   6   0  11.32  11.52 5.70     Ne VI
 11.4782  -6   6   0  11.38  11.58 5.60      Mg V
 11.5392  -6   6   0  11.44  11.64 5.80    Ne VII
 11.5525  -6   6   0  11.45  11.65 5.80    Ne VII
 11.5822  -6   6   0  11.48  11.68 6.00      O VI
 11.5830  -6   6   0  11.48  11.68 6.00      O VI
 11.6693  -6   6   0  11.57  11.77 5.80    Ne VII
 11.6967  -6   6   0  11.60  11.80 5.80     Mg VI
 11.6986  -6   6   0  11.60  11.80 5.80     Mg VI
 11.7038  -6   6   0  11.60  11.80 5.90    Mg VII
 11.7197  -6   6   0  11.62  11.82 5.80   Fe VIII
 11.7228  -6   6   0  11.62  11.82 5.80     Mg VI
 11.7854  -6   6   0  11.69  11.89 5.50      Si V
 11.8082  -6   6   0  11.71  11.91 5.60      Mg V
 11.8627  -6   6   0  11.76  11.96 5.70     Ne VI
 11.8964  -6   6   0  11.80  12.00 5.50      Si V
 11.9574  -6   6   0  11.86  12.06 6.00      Fe X
 12.0333  -6   6   0  11.93  12.13 6.30     O VII
 12.0333  -6   6   0  11.93  12.13 6.30     O VII
 12.0420  -6   6   0  11.94  12.14 5.80    Ne VII
 12.0452  -6   6   0  11.95  12.15 5.70     Ne VI
 12.0658  -6   6   0  11.97  12.17 5.80    Ne VII
 12.1009  -6   6   0  12.00  12.20 5.80     Mg VI
 12.1025  -6   6   0  12.00  12.20 5.80     Mg VI
 12.1105  -6   6   0  12.01  12.21 5.70     Ne VI
 12.1157  -6   6   0  12.02  12.22 5.70     Ne VI
 12.1287  -6   6   0  12.03  12.23 5.80     Mg VI
 12.1303  -6   6   0  12.03  12.23 5.80     Mg VI
 12.1645  -6   6   0  12.06  12.26 5.60      Mg V
 12.1656  -6   6   0  12.07  12.27 5.60      Mg V
 12.1921  -6   6   0  12.09  12.29 5.60      Mg V
 12.1923  -6   6   0  12.09  12.29 5.60      Mg V
 12.2033  -6   6   0  12.10  12.30 5.60      Mg V
 12.2488  -6   6   0  12.15  12.35 5.70     Ne VI
 12.2685  -6   6   0  12.17  12.37 5.70     Ne VI
 12.2685  -6   6   0  12.17  12.37 5.70     Ne VI
 12.2884  -6   6   0  12.19  12.39 5.70     Ne VI
 12.4338  -6   6   0  12.33  12.53 6.00      Fe X
 12.5642  -6   6   0  12.46  12.66 5.90    Mg VII
 12.6513  -6   6   0  12.55  12.75 6.00      Fe X
 12.7666  -6   6   1  12.67  12.87 5.80    Ne VII
 12.8069  -6   6   0  12.71  12.91 5.70     Ne VI
 12.8185  -6   6   0  12.72  12.92 5.70     Ne VI
 12.9785  -6   6   0  12.88  13.08 6.00      O VI
 12.9871  -6   6   0  12.89  13.09 6.00      O VI
 12.9875  -6   6   0  12.89  13.09 6.00      O VI
 12.9980  -6   6   0  12.90  13.10 6.30    Si XII
 13.0263  -6   6   0  12.93  13.13 5.70     Ne VI
 13.0394  -6   6   0  12.94  13.14 5.70     Ne VI
 13.0941  -6   6   0  12.99  13.19 5.80   Fe VIII
 13.1240  -6   6   1  13.04  13.17 5.80   Fe VIII
 13.1257  -6   6   0  13.03  13.23 5.80   Fe VIII
 13.2163  -6   6   0  13.12  13.32 5.60      Mg V
 13.2219  -6   6   0  13.12  13.32 6.00      O VI
 13.2312  -6   6   0  13.13  13.33 6.00      O VI
 13.2560  -6   6   0  13.16  13.36 5.90    Mg VII
 13.3476  -6   6   0  13.25  13.45 5.70     Ne VI
 13.4426  -6   6   0  13.34  13.54 6.00      Fe X
 13.5493  -6   6   0  13.45  13.65 5.80    Ne VII
 13.6227  -6   6   0  13.52  13.72 5.70     Ne VI
 13.6348  -6   6   0  13.53  13.73 5.70     Ne VI
 13.7027  -6   6   0  13.60  13.80 6.00      Fe X
 13.7028  -6   6   0  13.60  13.80 6.00      Fe X
 13.7411  -6   6   0  13.64  13.84 5.60      Mg V
 13.7510  -6   6   0  13.65  13.85 6.30     O VII
 13.7745  -6   6   0  13.67  13.87 5.60      Mg V
 13.8387  -6   6   0  13.74  13.94 5.70     Ne VI
 13.8596  -6   6   0  13.76  13.96 6.00      Fe X
 13.8630  -6   6   0  13.76  13.96 5.70     Ne VI
 13.8638  -6   6   0  13.76  13.96 5.70     Ne VI
 13.8660  -6   6   0  13.77  13.97 6.00      Fe X
 13.8679  -6   6   0  13.77  13.97 6.00      Fe X
 13.9040  -6   6   0  13.80  14.00 6.00      Fe X
 13.9637  -6   6   0  13.86  14.06 6.00      Fe X
 13.9652  -6   6   0  13.87  14.07 5.80     Mg VI
 13.9869  -6   6   0  13.89  14.09 6.00      Fe X
 13.9993  -6   6   0  13.90  14.10 5.80     Mg VI
 14.0175  -6   6   0  13.92  14.12 5.80     Mg VI
 14.0296  -6   6   0  13.93  14.13 6.00      Fe X
 14.0963  -6   6   0  14.00  14.20 5.70     Ne VI
 14.1038  -6   6   0  14.00  14.20 6.30    Ca XII
 14.1217  -6   6   0  14.02  14.22 6.00      Fe X
 14.1722  -6   6   0  14.07  14.27 6.00      Fe X
 14.1832  -6   6   0  14.08  14.28 6.00      Fe X
 14.1936  -6   6   0  14.09  14.29 5.80     Mg VI
 14.2661  -6   6   0  14.17  14.37 5.60      Ne V
 14.2676  -6   6   0  14.17  14.37 6.00      Fe X
 14.2724  -6   6   0  14.17  14.37 5.60      Ne V
 14.2935  -6   6   0  14.19  14.39 5.60      Mg V
